"character","play","genre","path"
"ALL FOUR","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/ALL%20FOUR.txt"
"ALL","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/ALL.txt"
"BOTTOM","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/BOTTOM.txt"
"COBWEB","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/COBWEB.txt"
"DEMETRIUS","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/DEMETRIUS.txt"
"dramatis_personae","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/dramatis_personae.txt"
"EGEUS","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/EGEUS.txt"
"FAIRY","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/FAIRY.txt"
"FLUTE","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/FLUTE.txt"
"HELENA","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/HELENA.txt"
"HERMIA","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/HERMIA.txt"
"HIPPOLYTA","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/HIPPOLYTA.txt"
"LION","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/LION.txt"
"LYSANDER","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/LYSANDER.txt"
"MOONSHINE","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/MOONSHINE.txt"
"MOTH","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/MOTH.txt"
"MUSTARD-SEED","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/MUSTARD-SEED.txt"
"OBERON","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/OBERON.txt"
"PEASE-BLOSSOM","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/PEASE-BLOSSOM.txt"
"PHILOSTRATE","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/PHILOSTRATE.txt"
"PUCK","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/PUCK.txt"
"PYRAMUS","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/PYRAMUS.txt"
"QUINCE-PROLOGUE","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/QUINCE-PROLOGUE.txt"
"QUINCE","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/QUINCE.txt"
"SNOUT","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/SNOUT.txt"
"SNUG","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/SNUG.txt"
"STARVELING","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/STARVELING.txt"
"THESEUS","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/THESEUS.txt"
"THISBE","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/THISBE.txt"
"TITANIA","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/TITANIA.txt"
"WALL","A Midsummer-Night's Dream","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/A%20Midsummer-Night's%20Dream_characters/WALL.txt"
"ALL","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/ALL.txt"
"BERTRAM","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/BERTRAM.txt"
"BOTH LORDS","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/BOTH%20LORDS.txt"
"BOTH","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/BOTH.txt"
"CLOWN","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/CLOWN.txt"
"COUNTESS","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/COUNTESS.txt"
"DIANA","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/DIANA.txt"
"dramatis_personae","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/dramatis_personae.txt"
"DUKE","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/DUKE.txt"
"GENTLEMAN 1","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/GENTLEMAN%201.txt"
"GENTLEMAN 2","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/GENTLEMAN%202.txt"
"GENTLEMAN","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/GENTLEMAN.txt"
"HELENA","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/HELENA.txt"
"KING","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/KING.txt"
"LAFEU","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/LAFEU.txt"
"LORD 1","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/LORD%201.txt"
"LORD 2","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/LORD%202.txt"
"LORD 4","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/LORD%204.txt"
"MARIANA","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/MARIANA.txt"
"PAGE","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/PAGE.txt"
"PAROLLES","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/PAROLLES.txt"
"SERVANT","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/SERVANT.txt"
"SOLDIER 1","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/SOLDIER%201.txt"
"SOLDIER 2","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/SOLDIER%202.txt"
"STEWARD","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/STEWARD.txt"
"WIDOW","All's Well that Ends Well","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/All's%20Well%20that%20Ends%20Well_characters/WIDOW.txt"
"ADAM","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/ADAM.txt"
"AMIENS","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/AMIENS.txt"
"AUDREY","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/AUDREY.txt"
"CELIA","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/CELIA.txt"
"CHARLES","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/CHARLES.txt"
"CORIN","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/CORIN.txt"
"DENNIS","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/DENNIS.txt"
"dramatis_personae","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/dramatis_personae.txt"
"DUKE F","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/DUKE%20F.txt"
"DUKE S","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/DUKE%20S.txt"
"HYMEN","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/HYMEN.txt"
"JAQUES","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/JAQUES.txt"
"LE BEAU","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/LE%20BEAU.txt"
"LORD 1","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/LORD%201.txt"
"LORD 2","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/LORD%202.txt"
"OLIVER","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/OLIVER.txt"
"ORLANDO","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/ORLANDO.txt"
"PAGE 1","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/PAGE%201.txt"
"PAGE 2","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/PAGE%202.txt"
"PHEBE","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/PHEBE.txt"
"ROSALIND","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/ROSALIND.txt"
"SILVIUS","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/SILVIUS.txt"
"SIR OLIVER","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/SIR%20OLIVER.txt"
"TOUCHSTONE","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/TOUCHSTONE.txt"
"WILLIAM","As You Like It","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/As%20You%20Like%20It_characters/WILLIAM.txt"
"ALL","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/ALL.txt"
"ARVIRAGUS","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/ARVIRAGUS.txt"
"ATTENDANT","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/ATTENDANT.txt"
"BELARIUS","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/BELARIUS.txt"
"BOTH BROTHERS","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/BOTH%20BROTHERS.txt"
"BOTH","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/BOTH.txt"
"BROTHER 1","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/BROTHER%201.txt"
"BROTHER 2","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/BROTHER%202.txt"
"CAPTAIN 1","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/CAPTAIN%201.txt"
"CAPTAIN 2","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/CAPTAIN%202.txt"
"CAPTAIN","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/CAPTAIN.txt"
"CLOTEN","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/CLOTEN.txt"
"CORNELIUS","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/CORNELIUS.txt"
"CYMBELINE","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/CYMBELINE.txt"
"dramatis_personae","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/dramatis_personae.txt"
"FRENCHMAN","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/FRENCHMAN.txt"
"GAOLER 1","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/GAOLER%201.txt"
"GAOLER 2","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/GAOLER%202.txt"
"GENTLEMAN 1","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/GENTLEMAN%201.txt"
"GENTLEMAN 2","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/GENTLEMAN%202.txt"
"GUIDERIUS","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/GUIDERIUS.txt"
"IACHIMO","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/IACHIMO.txt"
"IMOGEN","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/IMOGEN.txt"
"JUPITER","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/JUPITER.txt"
"LADY 1","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/LADY%201.txt"
"LADY","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/LADY.txt"
"LORD 1","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/LORD%201.txt"
"LORD 2","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/LORD%202.txt"
"LORD","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/LORD.txt"
"LUCIUS","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/LUCIUS.txt"
"MESENGER","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/MESENGER.txt"
"MOTHER","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/MOTHER.txt"
"PHILARIO","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/PHILARIO.txt"
"PISANIO","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/PISANIO.txt"
"POSTHUMUS","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/POSTHUMUS.txt"
"QUEEN","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/QUEEN.txt"
"SENATOR 1","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/SENATOR%201.txt"
"SENATOR 2","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/SENATOR%202.txt"
"SICILIUS","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/SICILIUS.txt"
"SOOTHSAYER","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/SOOTHSAYER.txt"
"TRIBUNE 1","Cymbeline","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Cymbeline_characters/TRIBUNE%201.txt"
"ARMADO","Love's Labour's Lost","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Love's%20Labour's%20Lost_characters/ARMADO.txt"
"BEROWNE","Love's Labour's Lost","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Love's%20Labour's%20Lost_characters/BEROWNE.txt"
"BOYET","Love's Labour's Lost","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Love's%20Labour's%20Lost_characters/BOYET.txt"
"COSTARD","Love's Labour's Lost","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Love's%20Labour's%20Lost_characters/COSTARD.txt"
"dramatis_personae","Love's Labour's Lost","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Love's%20Labour's%20Lost_characters/dramatis_personae.txt"
"DULL","Love's Labour's Lost","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Love's%20Labour's%20Lost_characters/DULL.txt"
"DUMAINE","Love's Labour's Lost","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Love's%20Labour's%20Lost_characters/DUMAINE.txt"
"FORESTER","Love's Labour's Lost","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Love's%20Labour's%20Lost_characters/FORESTER.txt"
"HOLOFERNES","Love's Labour's Lost","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Love's%20Labour's%20Lost_characters/HOLOFERNES.txt"
"JAQUENETTA","Love's Labour's Lost","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Love's%20Labour's%20Lost_characters/JAQUENETTA.txt"
"KATHARINE","Love's Labour's Lost","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Love's%20Labour's%20Lost_characters/KATHARINE.txt"
"KING","Love's Labour's Lost","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Love's%20Labour's%20Lost_characters/KING.txt"
"LONGAVILLE","Love's Labour's Lost","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Love's%20Labour's%20Lost_characters/LONGAVILLE.txt"
"LORD 1","Love's Labour's Lost","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Love's%20Labour's%20Lost_characters/LORD%201.txt"
"MARIA","Love's Labour's Lost","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Love's%20Labour's%20Lost_characters/MARIA.txt"
"MOTH","Love's Labour's Lost","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Love's%20Labour's%20Lost_characters/MOTH.txt"
"NATHANIEL","Love's Labour's Lost","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Love's%20Labour's%20Lost_characters/NATHANIEL.txt"
"PRINCESS","Love's Labour's Lost","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Love's%20Labour's%20Lost_characters/PRINCESS.txt"
"ROSALINE","Love's Labour's Lost","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Love's%20Labour's%20Lost_characters/ROSALINE.txt"
"ABHORSON","Measure for Measure","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Measure%20for%20Measure_characters/ABHORSON.txt"
"ANGELO","Measure for Measure","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Measure%20for%20Measure_characters/ANGELO.txt"
"BARNARDINE","Measure for Measure","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Measure%20for%20Measure_characters/BARNARDINE.txt"
"CLAUDIO","Measure for Measure","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Measure%20for%20Measure_characters/CLAUDIO.txt"
"dramatis_personae","Measure for Measure","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Measure%20for%20Measure_characters/dramatis_personae.txt"
"DUKE","Measure for Measure","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Measure%20for%20Measure_characters/DUKE.txt"
"ELBOW","Measure for Measure","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Measure%20for%20Measure_characters/ELBOW.txt"
"ESCALUS","Measure for Measure","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Measure%20for%20Measure_characters/ESCALUS.txt"
"FRANCISCA","Measure for Measure","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Measure%20for%20Measure_characters/FRANCISCA.txt"
"FRIAR PETER","Measure for Measure","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Measure%20for%20Measure_characters/FRIAR%20PETER.txt"
"FRIAR THOMAS","Measure for Measure","comedies","https://raw.githubusercontent.com/clarkdatalabs/soms/master/Shakespeare_txt/comedies/Measure%20for%20Measure_characters/FRIAR%20THOMAS.txt"
